series_id,timestamp,y
HOBBIES_0009_CA_1_validation,d_42,0
HOBBIES_0009_CA_1_validation,d_43,0
HOBBIES_0009_CA_1_validation,d_44,0
HOBBIES_0009_CA_1_validation,d_45,0
HOBBIES_0009_CA_1_validation,d_46,0
HOBBIES_0009_CA_1_validation,d_47,0
HOBBIES_0009_CA_1_validation,d_48,0
HOBBIES_0009_CA_1_validation,d_49,0
HOBBIES_0009_CA_1_validation,d_50,0
HOBBIES_0009_CA_1_validation,d_51,0
HOBBIES_0009_CA_1_validation,d_52,1
HOBBIES_0009_CA_1_validation,d_53,0
HOBBIES_0009_CA_1_validation,d_54,0
HOBBIES_0009_CA_1_validation,d_55,0
HOBBIES_0009_CA_1_validation,d_56,0
HOBBIES_0009_CA_1_validation,d_57,0
HOBBIES_0009_CA_1_validation,d_58,2
HOBBIES_0009_CA_1_validation,d_59,1
HOBBIES_0009_CA_1_validation,d_60,0
HOBBIES_0009_CA_1_validation,d_61,0
HOBBIES_0009_CA_1_validation,d_62,0
HOBBIES_0009_CA_1_validation,d_63,0
HOBBIES_0009_CA_1_validation,d_64,0
HOBBIES_0009_CA_1_validation,d_65,0
HOBBIES_0009_CA_1_validation,d_66,2
HOBBIES_0009_CA_1_validation,d_67,0
HOBBIES_0009_CA_1_validation,d_68,0
HOBBIES_0009_CA_1_validation,d_69,0
HOBBIES_0009_CA_1_validation,d_70,0
HOBBIES_0009_CA_1_validation,d_71,1
HOBBIES_0009_CA_1_validation,d_72,0
HOBBIES_0009_CA_1_validation,d_73,0
HOBBIES_0009_CA_1_validation,d_74,0
HOBBIES_0009_CA_1_validation,d_75,1
HOBBIES_0009_CA_1_validation,d_76,0
HOBBIES_0009_CA_1_validation,d_77,0
HOBBIES_0009_CA_1_validation,d_78,0
HOBBIES_0009_CA_1_validation,d_79,0
HOBBIES_0009_CA_1_validation,d_80,0
HOBBIES_0009_CA_1_validation,d_81,0
HOBBIES_0009_CA_1_validation,d_82,0
HOBBIES_0009_CA_1_validation,d_83,0
HOBBIES_0009_CA_1_validation,d_84,0
HOBBIES_0009_CA_1_validation,d_85,1
HOBBIES_0009_CA_1_validation,d_86,0
HOBBIES_0009_CA_1_validation,d_87,0
HOBBIES_0009_CA_1_validation,d_88,2
HOBBIES_0009_CA_1_validation,d_89,1
HOBBIES_0009_CA_1_validation,d_90,0
HOBBIES_0009_CA_1_validation,d_91,0
HOBBIES_0009_CA_1_validation,d_92,0
HOBBIES_0009_CA_1_validation,d_93,0
HOBBIES_0009_CA_1_validation,d_94,2
HOBBIES_0009_CA_1_validation,d_95,3
HOBBIES_0009_CA_1_validation,d_96,0
HOBBIES_0009_CA_1_validation,d_97,0
HOBBIES_0009_CA_1_validation,d_98,0
HOBBIES_0009_CA_1_validation,d_99,1
HOBBIES_0009_CA_1_validation,d_100,0
HOBBIES_0009_CA_1_validation,d_101,0
HOBBIES_0009_CA_1_validation,d_102,0
HOBBIES_0009_CA_1_validation,d_103,0
HOBBIES_0009_CA_1_validation,d_104,0
HOBBIES_0009_CA_1_validation,d_105,0
HOBBIES_0009_CA_1_validation,d_106,0
HOBBIES_0009_CA_1_validation,d_107,0
HOBBIES_0009_CA_1_validation,d_108,0
HOBBIES_0009_CA_1_validation,d_109,0
HOBBIES_0009_CA_1_validation,d_110,0
HOBBIES_0009_CA_1_validation,d_111,0
HOBBIES_0009_CA_1_validation,d_112,0
HOBBIES_0009_CA_1_validation,d_113,0
HOBBIES_0009_CA_1_validation,d_114,0
HOBBIES_0009_CA_1_validation,d_115,2
HOBBIES_0009_CA_1_validation,d_116,0
HOBBIES_0009_CA_1_validation,d_117,0
HOBBIES_0009_CA_1_validation,d_118,0
HOBBIES_0009_CA_1_validation,d_119,0
HOBBIES_0009_CA_1_validation,d_120,0
HOBBIES_0009_CA_1_validation,d_121,0
HOBBIES_0009_CA_1_validation,d_122,0
HOBBIES_0009_CA_1_validation,d_123,0
HOBBIES_0009_CA_1_validation,d_124,0
HOBBIES_0009_CA_1_validation,d_125,0
HOBBIES_0009_CA_1_validation,d_126,0
HOBBIES_0009_CA_1_validation,d_127,0
HOBBIES_0009_CA_1_validation,d_128,1
HOBBIES_0009_CA_1_validation,d_129,1
HOBBIES_0009_CA_1_validation,d_130,1
HOBBIES_0009_CA_1_validation,d_131,0
HOBBIES_0009_CA_1_validation,d_132,0
HOBBIES_0009_CA_1_validation,d_133,0
HOBBIES_0009_CA_1_validation,d_134,0
HOBBIES_0009_CA_1_validation,d_135,2
HOBBIES_0009_CA_1_validation,d_136,0
HOBBIES_0009_CA_1_validation,d_137,0
HOBBIES_0009_CA_1_validation,d_138,0
HOBBIES_0009_CA_1_validation,d_139,0
HOBBIES_0009_CA_1_validation,d_140,0
HOBBIES_0009_CA_1_validation,d_141,0
HOBBIES_0009_CA_1_validation,d_142,0
HOBBIES_0009_CA_1_validation,d_143,1
HOBBIES_0009_CA_1_validation,d_144,0
HOBBIES_0012_TX_1_validation,d_36,0
HOBBIES_0012_TX_1_validation,d_37,0
HOBBIES_0012_TX_1_validation,d_38,1
HOBBIES_0012_TX_1_validation,d_39,0
HOBBIES_0012_TX_1_validation,d_40,0
HOBBIES_0012_TX_1_validation,d_41,0
HOBBIES_0012_TX_1_validation,d_42,0
HOBBIES_0012_TX_1_validation,d_43,0
HOBBIES_0012_TX_1_validation,d_44,0
HOBBIES_0012_TX_1_validation,d_45,0
HOBBIES_0012_TX_1_validation,d_46,0
HOBBIES_0012_TX_1_validation,d_47,0
HOBBIES_0012_TX_1_validation,d_48,0
HOBBIES_0012_TX_1_validation,d_49,0
HOBBIES_0012_TX_1_validation,d_50,0
HOBBIES_0012_TX_1_validation,d_51,0
HOBBIES_0012_TX_1_validation,d_52,1
HOBBIES_0012_TX_1_validation,d_53,1
HOBBIES_0012_TX_1_validation,d_54,0
HOBBIES_0012_TX_1_validation,d_55,0
HOBBIES_0012_TX_1_validation,d_56,0
HOBBIES_0012_TX_1_validation,d_57,2
HOBBIES_0012_TX_1_validation,d_58,1
HOBBIES_0012_TX_1_validation,d_59,0
HOBBIES_0012_TX_1_validation,d_60,0
HOBBIES_0012_TX_1_validation,d_61,1
HOBBIES_0012_TX_1_validation,d_62,2
HOBBIES_0012_TX_1_validation,d_63,1
HOBBIES_0012_TX_1_validation,d_64,2
HOBBIES_0012_TX_1_validation,d_65,0
HOBBIES_0012_TX_1_validation,d_66,0
HOBBIES_0012_TX_1_validation,d_67,0
HOBBIES_0012_TX_1_validation,d_68,0
HOBBIES_0012_TX_1_validation,d_69,0
HOBBIES_0012_TX_1_validation,d_70,0
HOBBIES_0012_TX_1_validation,d_71,0
HOBBIES_0012_TX_1_validation,d_72,0
HOBBIES_0012_TX_1_validation,d_73,0
HOBBIES_0012_TX_1_validation,d_74,0
HOBBIES_0012_TX_1_validation,d_75,0
HOBBIES_0012_TX_1_validation,d_76,0
HOBBIES_0012_TX_1_validation,d_77,0
HOBBIES_0012_TX_1_validation,d_78,0
HOBBIES_0012_TX_1_validation,d_79,0
HOBBIES_0012_TX_1_validation,d_80,0
HOBBIES_0012_TX_1_validation,d_81,0
HOBBIES_0012_TX_1_validation,d_82,0
HOBBIES_0012_TX_1_validation,d_83,0
HOBBIES_0012_TX_1_validation,d_84,0
HOBBIES_0012_TX_1_validation,d_85,0
HOBBIES_0012_TX_1_validation,d_86,1
HOBBIES_0012_TX_1_validation,d_87,0
HOBBIES_0012_TX_1_validation,d_88,0
HOBBIES_0012_TX_1_validation,d_89,0
HOBBIES_0012_TX_1_validation,d_90,0
HOBBIES_0012_TX_1_validation,d_91,0
HOBBIES_0012_TX_1_validation,d_92,0
HOBBIES_0012_TX_1_validation,d_93,0
HOBBIES_0012_TX_1_validation,d_94,0
HOBBIES_0012_TX_1_validation,d_95,0
HOBBIES_0012_TX_1_validation,d_96,0
HOBBIES_0012_TX_1_validation,d_97,0
HOBBIES_0012_TX_1_validation,d_98,0
HOBBIES_0012_TX_1_validation,d_99,0
HOBBIES_0012_TX_1_validation,d_100,0
HOBBIES_0012_TX_1_validation,d_101,0
HOBBIES_0012_TX_1_validation,d_102,0
HOBBIES_0012_TX_1_validation,d_103,0
HOBBIES_0012_TX_1_validation,d_104,0
HOBBIES_0012_TX_1_validation,d_105,0
HOBBIES_0012_TX_1_validation,d_106,0
HOBBIES_0012_TX_1_validation,d_107,1
HOBBIES_0012_TX_1_validation,d_108,2
HOBBIES_0012_TX_1_validation,d_109,0
HOBBIES_0012_TX_1_validation,d_110,0
HOBBIES_0012_TX_1_validation,d_111,0
HOBBIES_0012_TX_1_validation,d_112,0
HOBBIES_0012_TX_1_validation,d_113,1
HOBBIES_0012_TX_1_validation,d_114,1
HOBBIES_0012_TX_1_validation,d_115,0
HOBBIES_0012_TX_1_validation,d_116,0
HOBBIES_0012_TX_1_validation,d_117,0
HOBBIES_0012_TX_1_validation,d_118,0
HOBBIES_0012_TX_1_validation,d_119,0
HOBBIES_0012_TX_1_validation,d_120,1
HOBBIES_0012_TX_1_validation,d_121,0
HOBBIES_0012_TX_1_validation,d_122,0
HOBBIES_0012_TX_1_validation,d_123,0
HOBBIES_0012_TX_1_validation,d_124,1
HOBBIES_0012_TX_1_validation,d_125,0
HOBBIES_0012_TX_1_validation,d_126,0
HOBBIES_0012_TX_1_validation,d_127,0
HOBBIES_0012_TX_1_validation,d_128,0
HOBBIES_0012_TX_1_validation,d_129,1
HOBBIES_0012_TX_1_validation,d_130,0
HOBBIES_0012_TX_1_validation,d_131,0
HOBBIES_0012_TX_1_validation,d_132,0
HOBBIES_0012_TX_1_validation,d_133,0
HOBBIES_0012_TX_1_validation,d_134,0
HOBBIES_0012_TX_1_validation,d_135,1
HOBBIES_0012_TX_1_validation,d_136,0
HOBBIES_0012_TX_1_validation,d_137,0
HOBBIES_0012_TX_1_validation,d_138,0
HOBBIES_0012_TX_1_validation,d_139,0
HOBBIES_0012_TX_1_validation,d_140,0
HOBBIES_0012_TX_1_validation,d_141,0
HOBBIES_0012_TX_1_validation,d_142,0
HOBBIES_0012_TX_1_validation,d_143,0
HOBBIES_0012_TX_1_validation,d_144,1
FOODS_0013_TX_2_validation,d_36,1
FOODS_0013_TX_2_validation,d_37,2
FOODS_0013_TX_2_validation,d_38,3
FOODS_0013_TX_2_validation,d_39,2
FOODS_0013_TX_2_validation,d_40,2
FOODS_0013_TX_2_validation,d_41,0
FOODS_0013_TX_2_validation,d_42,0
FOODS_0013_TX_2_validation,d_43,1
FOODS_0013_TX_2_validation,d_44,0
FOODS_0013_TX_2_validation,d_45,1
FOODS_0013_TX_2_validation,d_46,1
FOODS_0013_TX_2_validation,d_47,0
FOODS_0013_TX_2_validation,d_48,0
FOODS_0013_TX_2_validation,d_49,0
FOODS_0013_TX_2_validation,d_50,0
FOODS_0013_TX_2_validation,d_51,2
FOODS_0013_TX_2_validation,d_52,0
FOODS_0013_TX_2_validation,d_53,0
FOODS_0013_TX_2_validation,d_54,1
FOODS_0013_TX_2_validation,d_55,0
FOODS_0013_TX_2_validation,d_56,0
FOODS_0013_TX_2_validation,d_57,0
FOODS_0013_TX_2_validation,d_58,1
FOODS_0013_TX_2_validation,d_59,3
FOODS_0013_TX_2_validation,d_60,1
FOODS_0013_TX_2_validation,d_61,1
FOODS_0013_TX_2_validation,d_62,0
FOODS_0013_TX_2_validation,d_63,0
FOODS_0013_TX_2_validation,d_64,1
FOODS_0013_TX_2_validation,d_65,2
FOODS_0013_TX_2_validation,d_66,2
FOODS_0013_TX_2_validation,d_67,0
FOODS_0013_TX_2_validation,d_68,0
FOODS_0013_TX_2_validation,d_69,0
FOODS_0013_TX_2_validation,d_70,0
FOODS_0013_TX_2_validation,d_71,1
FOODS_0013_TX_2_validation,d_72,1
FOODS_0013_TX_2_validation,d_73,0
FOODS_0013_TX_2_validation,d_74,2
FOODS_0013_TX_2_validation,d_75,0
FOODS_0013_TX_2_validation,d_76,1
FOODS_0013_TX_2_validation,d_77,1
FOODS_0013_TX_2_validation,d_78,1
FOODS_0013_TX_2_validation,d_79,0
FOODS_0013_TX_2_validation,d_80,1
FOODS_0013_TX_2_validation,d_81,4
FOODS_0013_TX_2_validation,d_82,2
FOODS_0013_TX_2_validation,d_83,1
FOODS_0013_TX_2_validation,d_84,0
FOODS_0013_TX_2_validation,d_85,0
FOODS_0013_TX_2_validation,d_86,1
FOODS_0013_TX_2_validation,d_87,6
FOODS_0013_TX_2_validation,d_88,0
FOODS_0013_TX_2_validation,d_89,1
FOODS_0013_TX_2_validation,d_90,0
FOODS_0013_TX_2_validation,d_91,0
FOODS_0013_TX_2_validation,d_92,2
FOODS_0013_TX_2_validation,d_93,1
FOODS_0013_TX_2_validation,d_94,1
FOODS_0013_TX_2_validation,d_95,2
FOODS_0013_TX_2_validation,d_96,0
FOODS_0013_TX_2_validation,d_97,0
FOODS_0013_TX_2_validation,d_98,3
FOODS_0013_TX_2_validation,d_99,1
FOODS_0013_TX_2_validation,d_100,0
FOODS_0013_TX_2_validation,d_101,1
FOODS_0013_TX_2_validation,d_102,1
FOODS_0013_TX_2_validation,d_103,0
FOODS_0013_TX_2_validation,d_104,0
FOODS_0013_TX_2_validation,d_105,0
FOODS_0013_TX_2_validation,d_106,0
FOODS_0013_TX_2_validation,d_107,2
FOODS_0013_TX_2_validation,d_108,0
FOODS_0013_TX_2_validation,d_109,0
FOODS_0013_TX_2_validation,d_110,0
FOODS_0013_TX_2_validation,d_111,0
FOODS_0013_TX_2_validation,d_112,0
FOODS_0013_TX_2_validation,d_113,3
FOODS_0013_TX_2_validation,d_114,4
FOODS_0013_TX_2_validation,d_115,2
FOODS_0013_TX_2_validation,d_116,0
FOODS_0013_TX_2_validation,d_117,0
FOODS_0013_TX_2_validation,d_118,0
FOODS_0013_TX_2_validation,d_119,0
FOODS_0013_TX_2_validation,d_120,0
FOODS_0013_TX_2_validation,d_121,2
FOODS_0013_TX_2_validation,d_122,1
FOODS_0013_TX_2_validation,d_123,1
FOODS_0013_TX_2_validation,d_124,1
FOODS_0013_TX_2_validation,d_125,0
FOODS_0013_TX_2_validation,d_126,0
FOODS_0013_TX_2_validation,d_127,3
FOODS_0013_TX_2_validation,d_128,3
FOODS_0013_TX_2_validation,d_129,1
FOODS_0013_TX_2_validation,d_130,0
FOODS_0013_TX_2_validation,d_131,1
FOODS_0013_TX_2_validation,d_132,0
FOODS_0013_TX_2_validation,d_133,1
FOODS_0013_TX_2_validation,d_134,4
FOODS_0013_TX_2_validation,d_135,0
FOODS_0013_TX_2_validation,d_136,1
FOODS_0013_TX_2_validation,d_137,1
FOODS_0013_TX_2_validation,d_138,0
FOODS_0013_TX_2_validation,d_139,0
FOODS_0013_TX_2_validation,d_140,0
FOODS_0013_TX_2_validation,d_141,0
FOODS_0013_TX_2_validation,d_142,1
FOODS_0013_TX_2_validation,d_143,1
FOODS_0013_TX_2_validation,d_144,1
FOODS_0019_CA_2_validation,d_36,0
FOODS_0019_CA_2_validation,d_37,0
FOODS_0019_CA_2_validation,d_38,1
FOODS_0019_CA_2_validation,d_39,1
FOODS_0019_CA_2_validation,d_40,0
FOODS_0019_CA_2_validation,d_41,0
FOODS_0019_CA_2_validation,d_42,0
FOODS_0019_CA_2_validation,d_43,0
FOODS_0019_CA_2_validation,d_44,0
FOODS_0019_CA_2_validation,d_45,3
FOODS_0019_CA_2_validation,d_46,0
FOODS_0019_CA_2_validation,d_47,0
FOODS_0019_CA_2_validation,d_48,0
FOODS_0019_CA_2_validation,d_49,0
FOODS_0019_CA_2_validation,d_50,0
FOODS_0019_CA_2_validation,d_51,0
FOODS_0019_CA_2_validation,d_52,0
FOODS_0019_CA_2_validation,d_53,0
FOODS_0019_CA_2_validation,d_54,1
FOODS_0019_CA_2_validation,d_55,1
FOODS_0019_CA_2_validation,d_56,1
FOODS_0019_CA_2_validation,d_57,0
FOODS_0019_CA_2_validation,d_58,0
FOODS_0019_CA_2_validation,d_59,2
FOODS_0019_CA_2_validation,d_60,0
FOODS_0019_CA_2_validation,d_61,0
FOODS_0019_CA_2_validation,d_62,0
FOODS_0019_CA_2_validation,d_63,1
FOODS_0019_CA_2_validation,d_64,0
FOODS_0019_CA_2_validation,d_65,0
FOODS_0019_CA_2_validation,d_66,0
FOODS_0019_CA_2_validation,d_67,0
FOODS_0019_CA_2_validation,d_68,0
FOODS_0019_CA_2_validation,d_69,0
FOODS_0019_CA_2_validation,d_70,1
FOODS_0019_CA_2_validation,d_71,4
FOODS_0019_CA_2_validation,d_72,0
FOODS_0019_CA_2_validation,d_73,0
FOODS_0019_CA_2_validation,d_74,1
FOODS_0019_CA_2_validation,d_75,0
FOODS_0019_CA_2_validation,d_76,1
FOODS_0019_CA_2_validation,d_77,0
FOODS_0019_CA_2_validation,d_78,0
FOODS_0019_CA_2_validation,d_79,0
FOODS_0019_CA_2_validation,d_80,1
FOODS_0019_CA_2_validation,d_81,1
FOODS_0019_CA_2_validation,d_82,0
FOODS_0019_CA_2_validation,d_83,0
FOODS_0019_CA_2_validation,d_84,1
FOODS_0019_CA_2_validation,d_85,1
FOODS_0019_CA_2_validation,d_86,1
FOODS_0019_CA_2_validation,d_87,0
FOODS_0019_CA_2_validation,d_88,2
FOODS_0019_CA_2_validation,d_89,1
FOODS_0019_CA_2_validation,d_90,1
FOODS_0019_CA_2_validation,d_91,3
FOODS_0019_CA_2_validation,d_92,2
FOODS_0019_CA_2_validation,d_93,3
FOODS_0019_CA_2_validation,d_94,0
FOODS_0019_CA_2_validation,d_95,2
FOODS_0019_CA_2_validation,d_96,0
FOODS_0019_CA_2_validation,d_97,1
FOODS_0019_CA_2_validation,d_98,1
FOODS_0019_CA_2_validation,d_99,0
FOODS_0019_CA_2_validation,d_100,0
FOODS_0019_CA_2_validation,d_101,4
FOODS_0019_CA_2_validation,d_102,0
FOODS_0019_CA_2_validation,d_103,0
FOODS_0019_CA_2_validation,d_104,0
FOODS_0019_CA_2_validation,d_105,0
